CoC,Count,"Overall Homeless - Under 18, 2014","Overall Homeless - Age 18 to 24, 2014","Overall Homeless - Over 24, 2014","Sheltered ES Homeless, 2014","Sheltered ES Homeless - Under 18, 2014","Sheltered ES Homeless - Age 18 to 24, 2014","Sheltered ES Homeless - Over 24, 2014","Sheltered TH Homeless, 2014","Sheltered TH Homeless - Under 18, 2014","Sheltered TH Homeless - Age 18 to 24, 2014","Sheltered TH Homeless - Over 24, 2014","Sheltered SH Homeless, 2014","Sheltered SH Homeless - Age 18 to 24, 2014","Sheltered SH Homeless - Over 24, 2014","Sheltered Total Homeless, 2014","Sheltered Total Homeless - Under 18, 2014","Sheltered Total Homeless - Age 18 to 24, 2014","Sheltered Total Homeless - Over 24, 2014","Unsheltered Homeless, 2014","Unsheltered Homeless - Under 18, 2014","Unsheltered Homeless - Age 18 to 24, 2014","Unsheltered Homeless - Over 24, 2014","Overall Homeless Individuals, 2014","Overall Homeless Individuals - Under 18, 2014","Overall Homeless Individuals - Age 18 to 24, 2014","Overall Homeless Individuals - Over 24, 2014","Sheltered ES Homeless Individuals, 2014","Sheltered ES Homeless Individuals - Under 18, 2014","Sheltered ES Homeless Individuals - Age 18 to 24, 2014","Sheltered ES Homeless Individuals - Over 24, 2014","Sheltered TH Homeless Individuals, 2014","Sheltered TH Homeless Individuals - Under 18, 2014","Sheltered TH Homeless Individuals - Age 18 to 24, 2014","Sheltered TH Homeless Individuals - Over 24, 2014","Sheltered SH Homeless Individuals, 2014","Sheltered SH Homeless Individuals - Age 18 to 24, 2014","Sheltered SH Homeless Individuals - Over 24, 2014","Sheltered Total Homeless Individuals, 2014","Sheltered Total Homeless Individuals - Under 18, 2014","Sheltered Total Homeless Individuals - Age 18 to 24, 2014","Sheltered Total Homeless Individuals - Over 24, 2014","Unsheltered Homeless Individuals, 2014","Unsheltered Homeless Individuals - Under 18, 2014","Unsheltered Homeless Individuals - Age 18 to 24, 2014","Unsheltered Homeless Individuals - Over 24, 2014","Overall Homeless People in Families, 2014","Overall Homeless People in Families - Under 18, 2014","Overall Homeless People in Families - Age 18 to 24, 2014","Overall Homeless People in Families - Over 24, 2014","Sheltered ES Homeless People in Families, 2014","Sheltered ES Homeless People in Families - Under 18, 2014","Sheltered ES Homeless People in Families - Age 18 to 24, 2014","Sheltered ES Homeless People in Families - Over 24, 2014","Sheltered TH Homeless People in Families, 2014","Sheltered TH Homeless People in Families - Under 18, 2014","Sheltered TH Homeless People in Families - Age 18 to 24, 2014","Sheltered TH Homeless People in Families - Over 24, 2014","Sheltered Total Homeless People in Families, 2014","Sheltered Total Homeless People in Families - Under 18, 2014","Sheltered Total Homeless People in Families - Age 18 to 24, 2014","Sheltered Total Homeless People in Families - Over 24, 2014","Unsheltered Homeless People in Families, 2014","Unsheltered Homeless People in Families - Under 18, 2014","Unsheltered Homeless People in Families - Age 18 to 24, 2014","Unsheltered Homeless People in Families - Over 24, 2014","Overall Homeless Family Households, 2014","Sheltered ES Homeless Family Households, 2014","Sheltered TH Homeless Family Households, 2014","Sheltered Total Homeless Family Households, 2014","Unsheltered Homeless Family Households, 2014","Overall Chronically Homeless, 2014","Sheltered ES Chronically Homeless, 2014","Sheltered SH Chronically Homeless, 2014","Sheltered Total Chronically Homeless, 2014","Unsheltered Chronically Homeless, 2014","Overall Chronically Homeless Individuals, 2014","Sheltered ES Chronically Homeless Individuals, 2014","Sheltered SH Chronically Homeless Individuals, 2014","Sheltered Total Chronically Homeless Individuals, 2014","Unsheltered Chronically Homeless Individuals, 2014","Overall Chronically Homeless People in Families, 2014","Sheltered ES Chronically Homeless People in Families, 2014","Sheltered Total Chronically Homeless People in Families, 2014","Unsheltered Chronically Homeless People in Families, 2014","Overall Homeless Veterans, 2014","Overall Homeless Veterans - Female, 2014","Sheltered Total Homeless Veterans, 2014","Sheltered Total Homeless Veterans - Female, 2014","Unsheltered Homeless Veterans, 2014","Unsheltered Homeless Veterans - Female, 2014"
AK-500,1023,188,146,689,665,86,88,491,305,99,38,168,0,0,0,970,185,126,659,53,3,20,30,736,13,133,590,530,9,76,445,158,3,37,118,0,0,0,688,12,113,563,48,1,20,27,287,175,13,99,135,77,12,46,147,96,1,50,282,173,13,96,5,2,0,3,102,52,48,100,2,101,59,0,59,42,94,56,0,56,38,7,3,3,4,138,7,120,7,18,0
AK-501,761,209,56,496,474,119,30,325,195,61,21,113,0,0,0,669,180,51,438,92,29,5,58,473,5,48,420,318,5,25,288,103,0,18,85,0,0,0,421,5,43,373,52,0,5,47,288,204,8,76,156,114,5,37,92,61,3,28,248,175,8,65,40,29,0,11,91,56,23,79,12,105,78,0,78,27,88,63,0,63,25,17,15,15,2,40,0,40,0,0,0
AL-500,1329,262,76,991,387,47,27,313,497,169,12,316,31,4,27,915,216,43,656,414,46,33,335,915,4,64,847,316,1,25,290,225,0,6,219,31,4,27,572,1,35,536,343,3,29,311,414,258,12,144,71,46,2,23,272,169,6,97,343,215,8,120,71,43,4,24,139,26,85,111,28,331,70,26,96,235,313,68,26,94,219,18,2,2,16,174,13,154,10,20,3
AL-501,598,126,44,428,287,69,24,194,174,52,11,111,0,0,0,461,121,35,305,137,5,9,123,397,0,26,371,173,0,10,163,99,0,9,90,0,0,0,272,0,19,253,125,0,7,118,201,126,18,57,114,69,14,31,75,52,2,21,189,121,16,52,12,5,2,5,64,35,25,60,4,75,39,0,39,36,68,32,0,32,36,7,7,7,0,61,6,38,5,23,1
AL-502,209,50,6,153,38,7,1,30,151,38,2,111,0,0,0,189,45,3,141,20,5,3,12,132,0,4,128,26,0,1,25,93,0,1,92,0,0,0,119,0,2,117,13,0,2,11,77,50,2,25,12,7,0,5,58,38,1,19,70,45,1,24,7,5,1,1,23,3,19,22,1,13,3,0,3,10,13,3,0,3,10,0,0,0,0,7,1,5,1,2,0
AL-503,536,93,32,411,413,50,21,342,86,43,9,34,0,0,0,499,93,30,376,37,0,2,35,386,2,26,358,336,0,19,317,13,2,5,6,0,0,0,349,2,24,323,37,0,2,35,150,91,6,53,77,50,2,25,73,41,4,28,150,91,6,53,0,0,0,0,45,21,24,45,0,107,84,0,84,23,98,75,0,75,23,9,9,9,0,64,2,58,2,6,0
AL-504,490,78,24,388,120,16,8,96,289,55,15,219,0,0,0,409,71,23,315,81,7,1,73,365,0,21,344,95,0,8,87,200,0,12,188,0,0,0,295,0,20,275,70,0,1,69,125,78,3,44,25,16,0,9,89,55,3,31,114,71,3,40,11,7,0,4,44,8,33,41,3,37,12,0,12,25,35,10,0,10,25,2,2,2,0,39,5,25,3,14,2
AL-505,438,18,41,379,354,13,23,318,14,5,1,8,0,0,0,368,18,24,326,70,0,17,53,359,10,19,330,308,10,14,284,7,0,1,6,0,0,0,315,10,15,290,44,0,4,40,79,8,22,49,46,3,9,34,7,5,0,2,53,8,9,36,26,0,13,13,38,23,2,25,13,36,16,0,16,20,26,16,0,16,10,10,0,0,10,34,2,29,1,5,1
AL-506,245,49,28,168,11,4,1,6,122,17,15,90,0,0,0,133,21,16,96,112,28,12,72,167,0,24,143,5,0,0,5,98,0,14,84,0,0,0,103,0,14,89,64,0,10,54,78,49,4,25,6,4,1,1,24,17,1,6,30,21,2,7,48,28,2,18,20,2,6,8,12,80,2,0,2,78,43,2,0,2,41,37,0,0,37,90,6,75,4,15,2
AL-507,716,96,115,505,241,22,52,167,303,32,35,236,0,0,0,544,54,87,403,172,42,28,102,394,0,78,316,160,0,43,117,188,0,24,164,0,0,0,348,0,67,281,46,0,11,35,322,96,37,189,81,22,9,50,115,32,11,72,196,54,20,122,126,42,17,67,84,23,22,45,39,50,31,0,31,19,22,13,0,13,9,28,18,18,10,73,14,66,12,7,2
AR-500,1074,68,163,843,342,31,48,263,229,37,9,183,0,0,0,571,68,57,446,503,0,106,397,951,1,152,798,285,1,41,243,163,0,5,158,0,0,0,448,1,46,401,503,0,106,397,123,67,11,45,57,30,7,20,66,37,4,25,123,67,11,45,0,0,0,0,48,24,24,48,0,350,46,0,46,304,348,44,0,44,304,2,2,2,0,197,68,141,66,56,2
AR-501,551,121,56,374,156,5,3,148,173,86,15,72,0,0,0,329,91,18,220,222,30,38,154,388,18,31,339,145,0,0,145,66,18,8,40,0,0,0,211,18,8,185,177,0,23,154,163,103,25,35,11,5,3,3,107,68,7,32,118,73,10,35,45,30,15,0,55,5,35,40,15,39,1,0,1,38,38,0,0,0,38,1,1,1,0,98,1,41,1,57,0
AR-503,1056,128,85,843,370,58,57,255,50,2,2,46,0,0,0,420,60,59,301,636,68,26,542,762,2,60,700,235,0,47,188,46,0,2,44,0,0,0,281,0,49,232,481,2,11,468,294,126,25,143,135,58,10,67,4,2,0,2,139,60,10,69,155,66,15,74,120,65,2,67,53,50,11,0,11,39,50,11,0,11,39,0,0,0,0,35,2,17,1,18,1
AR-505,70,24,3,43,58,18,3,37,12,6,0,6,0,0,0,70,24,3,43,0,0,0,0,39,4,1,34,35,4,1,30,4,0,0,4,0,0,0,39,4,1,34,0,0,0,0,31,20,2,9,23,14,2,7,8,6,0,2,31,20,2,9,0,0,0,0,10,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AR-508,185,14,8,163,95,13,6,76,18,1,0,17,0,0,0,113,14,6,93,72,0,2,70,163,0,6,157,75,0,4,71,16,0,0,16,0,0,0,91,0,4,87,72,0,2,70,22,14,2,6,20,13,2,5,2,1,0,1,22,14,2,6,0,0,0,0,7,6,1,7,0,80,27,0,27,53,80,27,0,27,53,0,0,0,0,30,0,20,0,10,0
AZ-500,2398,408,224,"1,766","1,019",203,106,710,330,129,33,168,0,0,0,"1,349",332,139,878,"1,049",76,85,888,"1,679",21,168,"1,490",675,15,74,586,131,4,24,103,0,0,0,806,19,98,689,873,2,70,801,719,387,56,276,344,188,32,124,199,125,9,65,543,313,41,189,176,74,15,87,233,128,54,182,51,266,105,0,105,161,211,92,0,92,119,55,13,13,42,263,21,138,11,125,10
AZ-501,2179,445,199,"1,535",714,130,57,527,983,289,117,577,15,2,13,"1,712",419,176,"1,117",467,26,23,418,"1,475",15,137,"1,323",518,12,44,462,516,3,69,444,15,2,13,"1,049",15,115,919,426,0,22,404,704,430,62,212,196,118,13,65,467,286,48,133,663,404,61,198,41,26,1,14,214,68,138,206,8,290,116,10,126,164,290,116,10,126,164,0,0,0,0,285,19,235,18,50,1
AZ-502,5918,"1,826",601,"3,491","2,558",719,209,"1,630","2,282","1,101",272,909,25,2,23,"4,865","1,820",483,"2,562","1,053",6,118,929,"3,040",28,362,"2,650","1,396",9,114,"1,273",575,18,128,429,25,2,23,"1,996",27,244,"1,725","1,044",1,118,925,"2,878","1,798",239,841,"1,162",710,95,357,"1,707","1,083",144,480,"2,869","1,793",239,837,9,5,0,4,848,336,510,846,2,403,76,9,85,318,403,76,9,85,318,0,0,0,0,310,22,262,21,48,1
CA-500,7567,710,"1,037","5,820",819,140,35,644,"1,065",356,118,591,9,0,9,"1,893",496,153,"1,244","5,674",214,884,"4,576","6,681",205,936,"5,540",595,11,16,568,459,11,47,401,9,0,9,"1,063",22,63,978,"5,618",183,873,"4,562",886,505,101,280,224,129,19,76,606,345,71,190,830,474,90,266,56,31,11,14,268,70,181,251,17,"2,535",271,5,276,"2,259","2,513",258,5,263,"2,250",22,13,13,9,813,68,234,16,579,52
CA-501,6408,475,"1,724","4,209","1,522",195,124,"1,203",517,141,67,309,54,0,54,"2,093",336,191,"1,566","4,315",139,"1,533","2,643","5,776",140,"1,640","3,996","1,184",15,79,"1,090",256,0,37,219,54,0,54,"1,494",15,116,"1,363","4,282",125,"1,524","2,633",632,335,84,213,338,180,45,113,261,141,30,90,599,321,75,203,33,14,9,10,244,129,104,233,11,"2,321",784,27,811,"1,510","2,136",615,27,642,"1,494",185,169,169,16,720,123,298,101,422,22
CA-502,4272,632,492,"3,148",895,173,101,621,"1,040",353,248,439,0,0,0,"1,935",526,349,"1,060","2,337",106,143,"2,088","3,162",19,369,"2,774",604,11,73,520,439,8,156,275,0,0,0,"1,043",19,229,795,"2,119",0,140,"1,979","1,110",613,123,374,291,162,28,101,601,345,92,164,892,507,120,265,218,106,3,109,348,110,196,306,42,"1,094",240,0,240,854,959,199,0,199,760,135,41,41,94,538,26,185,15,353,11
CA-503,2449,477,206,"1,766",774,214,36,524,889,255,116,518,0,0,0,"1,663",469,152,"1,042",786,8,54,724,"1,683",11,138,"1,534",437,7,13,417,465,0,71,394,0,0,0,902,7,84,811,781,4,54,723,766,466,68,232,337,207,23,107,424,255,45,124,761,462,68,231,5,4,0,1,248,97,150,247,1,422,137,0,137,285,420,135,0,135,285,2,2,2,0,277,12,141,9,136,3
CA-504,4266,445,873,"2,948",570,98,33,439,387,50,30,307,0,0,0,957,148,63,746,"3,309",297,810,"2,202","3,816",274,841,"2,701",393,3,18,372,168,0,21,147,0,0,0,561,3,39,519,"3,255",271,802,"2,182",450,171,32,247,177,95,15,67,219,50,9,160,396,145,24,227,54,26,8,20,119,43,60,103,16,"1,260",226,0,226,"1,034","1,219",190,0,190,"1,029",41,36,36,5,421,32,78,3,343,29
CA-505,2009,222,141,"1,646",423,89,36,298,257,120,34,103,0,0,0,680,209,70,401,"1,329",13,71,"1,245","1,660",13,112,"1,535",274,0,24,250,57,0,17,40,0,0,0,331,0,41,290,"1,329",13,71,"1,245",349,209,29,111,149,89,12,48,200,120,17,63,349,209,29,111,0,0,0,0,111,47,64,111,0,775,181,0,181,594,716,143,0,143,573,59,38,38,21,176,6,41,4,135,2
CA-506,2962,376,445,"2,141",287,66,46,175,469,166,72,231,0,0,0,756,232,118,406,"2,206",144,327,"1,735","2,286",15,408,"1,863",170,0,36,134,191,0,55,136,0,0,0,361,0,91,270,"1,925",15,317,"1,593",676,361,37,278,117,66,10,41,278,166,17,95,395,232,27,136,281,129,10,142,275,38,111,149,126,"1,089",229,0,229,860,925,144,0,144,781,164,85,85,79,238,15,77,9,161,6
CA-507,679,129,39,511,208,16,10,182,293,113,21,159,0,0,0,501,129,31,341,178,0,8,170,460,0,21,439,179,0,7,172,103,0,6,97,0,0,0,282,0,13,269,178,0,8,170,219,129,18,72,29,16,3,10,190,113,15,62,219,129,18,72,0,0,0,0,66,9,57,66,0,62,18,0,18,44,62,18,0,18,44,0,0,0,0,52,1,34,1,18,0
CA-508,3529,421,882,"2,226",361,90,21,250,273,114,23,136,0,0,0,634,204,44,386,"2,895",217,838,"1,840","2,996",130,816,"2,050",240,3,11,226,62,0,15,47,0,0,0,302,3,26,273,"2,694",127,790,"1,777",533,291,66,176,121,87,10,24,211,114,8,89,332,201,18,113,201,90,48,63,155,41,53,94,61,981,66,0,66,915,940,57,0,57,883,41,9,9,32,393,19,50,5,343,14
CA-509,1404,70,116,"1,218",117,21,11,85,69,20,19,30,0,0,0,186,41,30,115,"1,218",29,86,"1,103","1,256",0,98,"1,158",82,0,7,75,36,0,13,23,0,0,0,118,0,20,98,"1,138",0,78,"1,060",148,70,18,60,35,21,4,10,33,20,6,7,68,41,10,17,80,29,8,43,43,13,12,25,18,221,23,0,23,198,167,19,0,19,148,54,4,4,50,46,3,6,0,40,3
CA-510,1156,179,125,852,447,86,37,324,266,40,50,176,0,0,0,713,126,87,500,443,53,38,352,824,6,92,726,309,6,22,281,178,0,42,136,0,0,0,487,6,64,417,337,0,28,309,332,173,33,126,138,80,15,43,88,40,8,40,226,120,23,83,106,53,10,43,114,44,32,76,38,146,83,0,83,63,123,69,0,69,54,23,14,14,9,69,7,41,5,28,2
CA-511,1588,530,98,960,744,213,44,487,581,302,43,236,0,0,0,"1,325",515,87,723,263,15,11,237,713,5,49,659,397,5,31,361,78,0,7,71,0,0,0,475,5,38,432,238,0,11,227,875,525,49,301,347,208,13,126,503,302,36,165,850,510,49,291,25,15,0,10,258,109,141,250,8,116,49,0,49,67,107,43,0,43,64,9,6,6,3,87,1,65,0,22,1
CA-512,2024,342,135,"1,547",271,65,8,198,454,176,46,232,0,0,0,725,241,54,430,"1,299",101,81,"1,117","1,363",14,94,"1,255",170,6,4,160,138,3,16,119,0,0,0,308,9,20,279,"1,055",5,74,976,661,328,41,292,101,59,4,38,316,173,30,113,417,232,34,151,244,96,7,141,192,32,95,127,65,897,40,0,40,857,721,35,0,35,686,176,5,5,171,225,17,94,11,131,6
CA-513,763,92,83,588,161,44,10,107,225,37,41,147,0,0,0,386,81,51,254,377,11,32,334,609,1,69,539,90,0,3,87,167,0,37,130,0,0,0,257,0,40,217,352,1,29,322,154,91,14,49,71,44,7,20,58,37,4,17,129,81,11,37,25,10,3,12,51,23,19,42,9,235,28,0,28,207,208,23,0,23,185,27,5,5,22,36,2,9,1,27,1
CA-514,2592,247,390,"1,955",297,91,34,172,389,148,94,147,23,0,23,709,239,128,342,"1,883",8,262,"1,613","2,203",7,342,"1,854",160,4,22,134,147,0,63,84,23,0,23,330,4,85,241,"1,873",3,257,"1,613",389,240,48,101,137,87,12,38,242,148,31,63,379,235,43,101,10,5,5,0,119,42,72,114,5,497,9,13,22,475,497,9,13,22,475,0,0,0,0,272,31,85,13,187,18
CA-515,762,83,60,619,166,32,7,127,73,28,7,38,0,0,0,239,60,14,165,523,23,46,454,619,0,55,564,113,0,4,109,28,0,5,23,0,0,0,141,0,9,132,478,0,46,432,143,83,5,55,53,32,3,18,45,28,2,15,98,60,5,33,45,23,0,22,48,15,17,32,16,240,57,0,57,183,211,44,0,44,167,29,13,13,16,73,7,13,1,60,6
CA-516,630,98,158,374,201,41,76,84,347,57,69,221,0,0,0,548,98,145,305,82,0,13,69,461,0,134,327,143,0,70,73,241,0,53,188,0,0,0,384,0,123,261,77,0,11,66,169,98,24,47,58,41,6,11,106,57,16,33,164,98,22,44,5,0,2,3,63,20,41,61,2,125,67,0,67,58,89,36,0,36,53,36,31,31,5,62,20,60,20,2,0
CA-517,285,47,24,214,135,21,4,110,59,26,17,16,0,0,0,194,47,21,126,91,0,3,88,205,0,18,187,102,0,4,98,12,0,11,1,0,0,0,114,0,15,99,91,0,3,88,80,47,6,27,33,21,0,12,47,26,6,15,80,47,6,27,0,0,0,0,29,11,18,29,0,73,31,0,31,42,73,31,0,31,42,0,0,0,0,23,2,9,2,14,0
CA-518,1295,100,211,984,178,26,32,120,228,45,49,134,0,0,0,406,71,81,254,889,29,130,730,"1,085",10,159,916,103,0,4,99,145,10,25,110,0,0,0,248,10,29,209,837,0,130,707,210,90,52,68,75,26,28,21,83,35,24,24,158,61,52,45,52,29,0,23,65,20,24,44,21,350,45,0,45,305,226,37,0,37,189,124,8,8,116,80,8,47,8,33,0
CA-519,696,73,71,552,171,21,17,133,102,42,9,51,0,0,0,273,63,26,184,423,10,45,368,586,4,65,517,139,0,15,124,34,0,5,29,0,0,0,173,0,20,153,413,4,45,364,110,69,6,35,32,21,2,9,68,42,4,22,100,63,6,31,10,6,0,4,35,10,21,31,4,313,49,0,49,264,307,43,0,43,264,6,6,6,0,95,2,40,0,55,2
CA-520,768,21,54,693,91,15,5,71,68,3,4,61,0,0,0,159,18,9,132,609,3,45,561,735,0,54,681,68,0,5,63,62,0,4,58,0,0,0,130,0,9,121,605,0,45,560,33,21,0,12,23,15,0,8,6,3,0,3,29,18,0,11,4,3,0,1,12,8,3,11,1,364,13,0,13,351,364,13,0,13,351,0,0,0,0,84,6,11,0,73,6
CA-521,442,85,32,325,111,28,6,77,133,57,13,63,0,0,0,244,85,19,140,198,0,13,185,317,0,27,290,70,0,5,65,49,0,9,40,0,0,0,119,0,14,105,198,0,13,185,125,85,5,35,41,28,1,12,84,57,4,23,125,85,5,35,0,0,0,0,38,13,25,38,0,131,34,0,34,97,126,29,0,29,97,5,5,5,0,31,4,11,3,20,1
CA-522,932,152,190,590,94,34,12,48,154,66,13,75,0,0,0,248,100,25,123,684,52,165,467,593,28,147,418,38,4,4,30,52,6,6,40,0,0,0,90,10,10,70,503,18,137,348,339,124,43,172,56,30,8,18,102,60,7,35,158,90,15,53,181,34,28,119,78,17,23,40,38,260,10,0,10,250,132,5,0,5,127,128,5,5,123,123,8,43,2,80,6
CA-523,567,89,55,423,59,13,5,41,84,32,7,45,0,0,0,143,45,12,86,424,44,43,337,410,1,40,369,36,0,1,35,38,0,5,33,0,0,0,74,0,6,68,336,1,34,301,157,88,15,54,23,13,4,6,46,32,2,12,69,45,6,18,88,43,9,36,49,9,14,23,26,265,47,0,47,218,223,24,0,24,199,42,23,23,19,49,2,7,0,42,2
CA-524,726,371,41,314,347,214,41,92,0,0,0,0,0,0,0,347,214,41,92,379,157,0,222,348,184,17,147,138,85,17,36,0,0,0,0,0,0,0,138,85,17,36,210,99,0,111,378,187,24,167,209,129,24,56,0,0,0,0,209,129,24,56,169,58,0,111,107,35,0,35,72,53,0,0,0,53,36,0,0,0,36,17,0,0,17,75,15,67,15,8,0
CA-525,195,17,18,160,66,11,5,50,80,4,9,67,0,0,0,146,15,14,117,49,2,4,43,181,10,18,153,64,10,5,49,72,0,9,63,0,0,0,136,10,14,112,45,0,4,41,14,7,0,7,2,1,0,1,8,4,0,4,10,5,0,5,4,2,0,2,7,1,4,5,2,73,35,0,35,38,71,35,0,35,36,2,0,0,2,3,0,2,0,1,0
CA-526,382,72,34,276,61,24,4,33,81,39,7,35,0,0,0,142,63,11,68,240,9,23,208,269,1,25,243,23,0,1,22,21,0,2,19,0,0,0,44,0,3,41,225,1,22,202,113,71,9,33,38,24,3,11,60,39,5,16,98,63,8,27,15,8,1,6,34,12,18,30,4,114,4,0,4,110,112,2,0,2,110,2,2,2,0,46,2,18,0,28,2
CA-600,34393,"4,308","4,017","26,068","6,214","1,210",430,"4,574","5,568","1,360",811,"3,397",21,0,21,"11,803","2,570","1,241","7,992","22,590","1,738","2,776","18,076","28,164",764,"3,577","23,823","4,317",28,298,"3,991","3,307",20,579,"2,708",21,0,21,"7,645",48,877,"6,720","20,519",716,"2,700","17,103","6,229","3,544",440,"2,245","1,897","1,182",132,583,"2,261","1,340",232,689,"4,158","2,522",364,"1,272","2,071","1,022",76,973,"1,580",425,471,896,684,"8,882","1,350",21,"1,371","7,511","7,947","1,274",21,"1,295","6,652",935,76,76,859,"3,739",216,"1,182",75,"2,557",141
CA-601,8506,"1,215",579,"6,712","1,179",223,60,896,"3,291",847,299,"2,145",51,0,51,"4,521","1,070",359,"3,092","3,985",145,220,"3,620","6,499",27,425,"6,047",836,7,39,790,"1,936",20,170,"1,746",51,0,51,"2,823",27,209,"2,587","3,676",0,216,"3,460","2,007","1,188",154,665,343,216,21,106,"1,355",827,129,399,"1,698","1,043",150,505,309,145,4,160,639,103,444,547,92,"1,245",211,27,238,"1,007","1,156",190,27,217,939,89,21,21,68,"1,307",234,790,66,517,168
CA-602,3833,787,340,"2,706",851,199,50,602,"1,304",586,112,606,0,0,0,"2,155",785,162,"1,208","1,678",2,178,"1,498","2,561",12,255,"2,294",547,11,33,503,339,0,44,295,0,0,0,886,11,77,798,"1,675",1,178,"1,496","1,272",775,85,412,304,188,17,99,965,586,68,311,"1,269",774,85,410,3,1,0,2,410,94,315,409,1,814,141,0,141,673,798,130,0,130,668,16,11,11,5,398,15,129,4,269,11
CA-603,1832,245,113,"1,474",576,88,51,437,278,93,14,171,0,0,0,854,181,65,608,978,64,48,866,"1,443",5,96,"1,342",444,5,44,395,131,0,11,120,0,0,0,575,5,55,515,868,0,41,827,389,240,17,132,132,83,7,42,147,93,3,51,279,176,10,93,110,64,7,39,120,40,46,86,34,618,84,0,84,534,520,84,0,84,436,98,0,0,98,134,12,58,10,76,2
CA-604,992,178,87,727,382,120,26,236,195,37,19,139,0,0,0,577,157,45,375,415,21,42,352,725,0,77,648,210,0,19,191,140,0,18,122,0,0,0,350,0,37,313,375,0,40,335,267,178,10,79,172,120,7,45,55,37,1,17,227,157,8,62,40,21,2,17,81,52,15,67,14,178,31,0,31,147,168,29,0,29,139,10,2,2,8,87,5,66,3,21,2
CA-606,2738,298,131,"2,309",396,46,22,328,445,91,32,322,18,0,18,859,137,54,668,"1,879",161,77,"1,641","2,260",2,95,"2,163",326,0,18,308,294,0,21,273,18,0,18,638,0,39,599,"1,622",2,56,"1,564",478,296,36,146,70,46,4,20,151,91,11,49,221,137,15,69,257,159,21,77,154,21,52,73,81,"1,070",93,18,111,959,984,89,18,107,877,86,4,4,82,439,49,275,36,164,13
CA-607,666,84,32,550,138,41,9,88,127,35,6,86,0,0,0,265,76,15,174,401,8,17,376,512,0,26,486,65,0,5,60,60,0,4,56,0,0,0,125,0,9,116,387,0,17,370,154,84,6,64,73,41,4,28,67,35,2,30,140,76,6,58,14,8,0,6,50,24,22,46,4,221,72,0,72,149,192,43,0,43,149,29,29,29,0,41,2,3,0,38,2
CA-608,2945,345,211,"2,389",575,106,60,409,482,163,40,279,0,0,0,"1,057",269,100,688,"1,888",76,111,"1,701","2,390",23,181,"2,186",425,18,46,361,221,1,26,194,0,0,0,646,19,72,555,"1,744",4,109,"1,631",555,322,30,203,150,88,14,48,261,162,14,85,411,250,28,133,144,72,2,70,174,47,82,129,45,"1,093",23,0,23,"1,070","1,010",15,0,15,995,83,8,8,75,296,21,115,4,181,17
CA-609,2315,409,288,"1,618",454,178,62,214,614,149,148,317,0,0,0,"1,068",327,210,531,"1,247",82,78,"1,087","1,531",24,164,"1,343",158,7,19,132,256,0,71,185,0,0,0,414,7,90,317,"1,117",17,74,"1,026",784,385,124,275,296,171,43,82,358,149,77,132,654,320,120,214,130,65,4,61,191,73,82,155,36,551,69,0,69,482,490,57,0,57,433,61,12,12,49,167,20,35,11,132,9
CA-611,1428,234,86,"1,108",240,12,4,224,268,103,8,157,10,1,9,518,115,13,390,910,119,73,718,"1,086",33,78,975,207,4,3,200,139,26,6,107,10,1,9,356,30,10,316,730,3,68,659,342,201,8,133,33,8,1,24,129,77,2,50,162,85,3,74,180,116,5,59,107,6,40,46,61,440,16,3,19,421,407,16,3,19,388,33,0,0,33,102,10,14,2,88,8
CA-612,292,54,8,230,107,4,5,98,78,48,3,27,0,0,0,185,52,8,125,107,2,0,105,204,0,5,199,101,0,5,96,0,0,0,0,0,0,0,101,0,5,96,103,0,0,103,88,54,3,31,6,4,0,2,78,48,3,27,84,52,3,29,4,2,0,2,31,2,28,30,1,79,33,0,33,46,79,33,0,33,46,0,0,0,0,19,1,7,1,12,0
CA-613,298,77,8,213,104,30,3,71,60,39,4,17,0,0,0,164,69,7,88,134,8,1,125,181,0,2,179,58,0,1,57,0,0,0,0,0,0,0,58,0,1,57,123,0,1,122,117,77,6,34,46,30,2,14,60,39,4,17,106,69,6,31,11,8,0,3,36,12,21,33,3,127,40,0,40,87,111,24,0,24,87,16,16,16,0,7,0,0,0,7,0
CA-614,2366,268,219,"1,879",172,41,6,125,72,23,4,45,0,0,0,244,64,10,170,"2,122",204,209,"1,709","1,912",31,162,"1,719",99,0,2,97,36,0,0,36,0,0,0,135,0,2,133,"1,777",31,160,"1,586",454,237,57,160,73,41,4,28,36,23,4,9,109,64,8,37,345,173,49,123,207,27,11,38,169,748,78,0,78,670,655,63,0,63,592,93,15,15,78,253,14,17,2,236,12
CO-500,2188,562,206,"1,420",674,163,46,465,509,239,50,220,0,0,0,"1,183",402,96,685,"1,005",160,110,735,"1,256",8,124,"1,124",406,1,23,382,133,0,15,118,0,0,0,539,1,38,500,717,7,86,624,932,554,82,296,268,162,23,83,376,239,35,102,644,401,58,185,288,153,24,111,274,83,108,191,83,493,79,0,79,414,390,73,0,73,317,103,6,6,97,179,11,86,5,93,6
