CoC,Count,"Overall Homeless - Under 18, 2013","Overall Homeless - Age 18 to 24, 2013","Overall Homeless - Over 24, 2013","Sheltered ES Homeless, 2013","Sheltered ES Homeless - Under 18, 2013","Sheltered ES Homeless - Age 18 to 24, 2013","Sheltered ES Homeless - Over 24, 2013","Sheltered TH Homeless, 2013","Sheltered TH Homeless - Under 18, 2013","Sheltered TH Homeless - Age 18 to 24, 2013","Sheltered TH Homeless - Over 24, 2013","Sheltered SH Homeless, 2013","Sheltered SH Homeless - Age 18 to 24, 2013","Sheltered SH Homeless - Over 24, 2013","Sheltered Total Homeless, 2013","Sheltered Total Homeless - Under 18, 2013","Sheltered Total Homeless - Age 18 to 24, 2013","Sheltered Total Homeless - Over 24, 2013","Unsheltered Homeless, 2013","Unsheltered Homeless - Under 18, 2013","Unsheltered Homeless - Age 18 to 24, 2013","Unsheltered Homeless - Over 24, 2013","Overall Homeless Individuals, 2013","Overall Homeless Individuals - Under 18, 2013","Overall Homeless Individuals - Age 18 to 24, 2013","Overall Homeless Individuals - Over 24, 2013","Sheltered ES Homeless Individuals, 2013","Sheltered ES Homeless Individuals - Under 18, 2013","Sheltered ES Homeless Individuals - Age 18 to 24, 2013","Sheltered ES Homeless Individuals - Over 24, 2013","Sheltered TH Homeless Individuals, 2013","Sheltered TH Homeless Individuals - Under 18, 2013","Sheltered TH Homeless Individuals - Age 18 to 24, 2013","Sheltered TH Homeless Individuals - Over 24, 2013","Sheltered SH Homeless Individuals, 2013","Sheltered SH Homeless Individuals - Age 18 to 24, 2013","Sheltered SH Homeless Individuals - Over 24, 2013","Sheltered Total Homeless Individuals, 2013","Sheltered Total Homeless Individuals - Under 18, 2013","Sheltered Total Homeless Individuals - Age 18 to 24, 2013","Sheltered Total Homeless Individuals - Over 24, 2013","Unsheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals - Under 18, 2013","Unsheltered Homeless Individuals - Age 18 to 24, 2013","Unsheltered Homeless Individuals - Over 24, 2013","Overall Homeless People in Families, 2013","Overall Homeless People in Families - Under 18, 2013","Overall Homeless People in Families - Age 18 to 24, 2013","Overall Homeless People in Families - Over 24, 2013","Sheltered ES Homeless People in Families, 2013","Sheltered ES Homeless People in Families - Under 18, 2013","Sheltered ES Homeless People in Families - Age 18 to 24, 2013","Sheltered ES Homeless People in Families - Over 24, 2013","Sheltered TH Homeless People in Families, 2013","Sheltered TH Homeless People in Families - Under 18, 2013","Sheltered TH Homeless People in Families - Age 18 to 24, 2013","Sheltered TH Homeless People in Families - Over 24, 2013","Sheltered Total Homeless People in Families, 2013","Sheltered Total Homeless People in Families - Under 18, 2013","Sheltered Total Homeless People in Families - Age 18 to 24, 2013","Sheltered Total Homeless People in Families - Over 24, 2013","Unsheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families - Under 18, 2013","Unsheltered Homeless People in Families - Age 18 to 24, 2013","Unsheltered Homeless People in Families - Over 24, 2013","Overall Homeless Family Households, 2013","Sheltered ES Homeless Family Households, 2013","Sheltered TH Homeless Family Households, 2013","Sheltered Total Homeless Family Households, 2013","Unsheltered Homeless Family Households, 2013","Overall Chronically Homeless, 2013","Sheltered ES Chronically Homeless, 2013","Sheltered SH Chronically Homeless, 2013","Sheltered Total Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Overall Chronically Homeless Individuals, 2013","Sheltered ES Chronically Homeless Individuals, 2013","Sheltered SH Chronically Homeless Individuals, 2013","Sheltered Total Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Overall Chronically Homeless People in Families, 2013","Sheltered ES Chronically Homeless People in Families, 2013","Sheltered Total Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Overall Homeless Veterans, 2013","Overall Homeless Veterans - Female, 2013","Sheltered Total Homeless Veterans, 2013","Sheltered Total Homeless Veterans - Female, 2013","Unsheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans - Female, 2013"
NE-500,713,270,102,341,243,87,40,116,417,176,57,184,0,0,0,660,263,97,300,53,7,5,41,282,18,47,217,103,3,25,75,140,15,20,105,0,0,0,243,18,45,180,39,0,2,37,431,252,55,124,140,84,15,41,277,161,37,79,417,245,52,120,14,7,3,4,144,44,96,140,4,105,93,0,93,12,58,52,0,52,6,47,41,41,6,25,1,20,1,5,0
NE-501,1476,268,155,"1,053",940,134,90,716,519,134,65,320,0,0,0,"1,459",268,155,"1,036",17,0,0,17,"1,011",3,95,913,718,3,60,655,276,0,35,241,0,0,0,994,3,95,896,17,0,0,17,465,265,60,140,222,131,30,61,243,134,30,79,465,265,60,140,0,0,0,0,145,77,68,145,0,180,163,0,163,17,167,150,0,150,17,13,13,13,0,91,0,89,0,2,0
NE-502,956,263,126,567,349,103,30,216,504,160,87,257,0,0,0,853,263,117,473,103,0,9,94,599,26,95,478,220,12,24,184,276,14,62,200,0,0,0,496,26,86,384,103,0,9,94,357,237,31,89,129,91,6,32,228,146,25,57,357,237,31,89,0,0,0,0,108,38,70,108,0,129,86,0,86,43,114,71,0,71,43,15,15,15,0,67,1,52,1,15,0
NH-500,759,209,92,458,430,96,47,287,217,100,33,84,0,0,0,647,196,80,371,112,13,12,87,401,0,55,346,266,0,31,235,46,0,13,33,0,0,0,312,0,44,268,89,0,11,78,358,209,37,112,164,96,16,52,171,100,20,51,335,196,36,103,23,13,1,9,123,54,61,115,8,143,65,0,65,78,121,55,0,55,66,22,10,10,12,46,3,37,2,9,1
NH-501,382,94,49,239,152,27,15,110,148,62,20,66,4,0,4,304,89,35,180,78,5,14,59,228,1,30,197,107,0,10,97,46,0,8,38,4,0,4,157,0,18,139,71,1,12,58,154,93,19,42,45,27,5,13,102,62,12,28,147,89,17,41,7,4,2,1,56,15,39,54,2,84,45,4,49,35,81,42,4,46,35,3,3,3,0,17,1,14,0,3,1
NH-502,306,76,46,184,103,15,24,64,186,61,19,106,5,0,5,294,76,43,175,12,0,3,9,169,0,30,139,77,0,20,57,75,0,7,68,5,0,5,157,0,27,130,12,0,3,9,137,76,16,45,26,15,4,7,111,61,12,38,137,76,16,45,0,0,0,0,50,7,43,50,0,28,19,2,21,7,24,15,2,17,7,4,4,4,0,62,7,61,7,1,0
NJ-500,746,172,46,528,674,165,44,465,12,4,0,8,0,0,0,686,169,44,473,60,3,2,55,488,0,33,455,428,0,32,396,6,0,0,6,0,0,0,434,0,32,402,54,0,1,53,258,172,13,73,246,165,12,69,6,4,0,2,252,169,12,71,6,3,1,2,86,81,2,83,3,124,101,0,101,23,114,91,0,91,23,10,10,10,0,44,0,35,0,9,0
NJ-501,346,87,53,206,198,29,23,146,130,56,30,44,0,0,0,328,85,53,190,18,2,0,16,209,0,37,172,154,0,18,136,41,0,19,22,0,0,0,195,0,37,158,14,0,0,14,137,87,16,34,44,29,5,10,89,56,11,22,133,85,16,32,4,2,0,2,50,15,33,48,2,33,23,0,23,10,31,23,0,23,8,2,0,0,2,17,0,17,0,0,0
NJ-502,671,246,65,360,600,227,59,314,29,15,0,14,0,0,0,629,242,59,328,42,4,6,32,300,0,31,269,257,0,27,230,9,0,0,9,0,0,0,266,0,27,239,34,0,4,30,371,246,34,91,343,227,32,84,20,15,0,5,363,242,32,89,8,4,2,2,125,117,4,121,4,85,77,0,77,8,34,30,0,30,4,51,47,47,4,32,1,17,0,15,1
NJ-503,1291,391,184,716,850,314,105,431,248,56,68,124,0,0,0,"1,098",370,173,555,193,21,11,161,714,10,121,583,374,3,54,317,179,7,57,115,0,0,0,553,10,111,432,161,0,10,151,577,381,63,133,476,311,51,114,69,49,11,9,545,360,62,123,32,21,1,10,186,155,20,175,11,138,83,0,83,55,116,64,0,64,52,22,19,19,3,47,6,36,6,11,0
NJ-504,1646,504,189,953,"1,073",261,123,689,409,222,60,127,0,0,0,"1,482",483,183,816,164,21,6,137,888,7,95,786,682,7,77,598,70,0,12,58,0,0,0,752,7,89,656,136,0,6,130,758,497,94,167,391,254,46,91,339,222,48,69,730,476,94,160,28,21,0,7,262,137,117,254,8,207,159,0,159,48,190,144,0,144,46,17,15,15,2,67,5,50,5,17,0
NJ-506,942,198,69,675,455,118,35,302,202,72,22,108,0,0,0,657,190,57,410,285,8,12,265,624,0,38,586,269,0,20,249,84,0,6,78,0,0,0,353,0,26,327,271,0,12,259,318,198,31,89,186,118,15,53,118,72,16,30,304,190,31,83,14,8,0,6,121,69,46,115,6,145,38,0,38,107,131,36,0,36,95,14,2,2,12,46,10,29,6,17,4
NJ-507,1031,396,86,549,559,257,46,256,229,98,19,112,0,0,0,788,355,65,368,243,41,21,181,456,6,46,404,189,6,19,164,84,0,8,76,0,0,0,273,6,27,240,183,0,19,164,575,390,40,145,370,251,27,92,145,98,11,36,515,349,38,128,60,41,2,17,185,119,47,166,19,100,43,0,43,57,63,9,0,9,54,37,34,34,3,44,5,23,2,21,3
NJ-508,918,354,71,493,688,246,37,405,194,102,31,61,0,0,0,882,348,68,466,36,6,3,27,364,2,25,337,309,2,22,285,28,0,1,27,0,0,0,337,2,23,312,27,0,2,25,554,352,46,156,379,244,15,120,166,102,30,34,545,346,45,154,9,6,1,2,202,135,64,199,3,68,61,0,61,7,48,41,0,41,7,20,20,20,0,16,1,12,1,4,0
NJ-509,346,88,41,217,178,46,18,114,102,41,15,46,19,3,16,299,87,36,176,47,1,5,41,201,0,32,169,103,0,16,87,34,0,8,26,19,3,16,156,0,27,129,45,0,5,40,145,88,9,48,75,46,2,27,68,41,7,20,143,87,9,47,2,1,0,1,57,29,27,56,1,48,24,8,32,16,41,17,8,25,16,7,7,7,0,11,3,9,3,2,0
NJ-510,682,217,77,388,572,209,48,315,17,5,10,2,0,0,0,589,214,58,317,93,3,19,71,369,4,56,309,268,2,28,238,12,1,10,1,0,0,0,280,3,38,239,89,1,18,70,313,213,21,79,304,207,20,77,5,4,0,1,309,211,20,78,4,2,1,1,100,97,1,98,2,90,63,0,63,27,72,45,0,45,27,18,18,18,0,16,4,8,3,8,1
NJ-511,440,155,38,247,329,116,34,179,57,33,3,21,0,0,0,386,149,37,200,54,6,1,47,200,0,20,180,147,0,18,129,9,0,1,8,0,0,0,156,0,19,137,44,0,1,43,240,155,18,67,182,116,16,50,48,33,2,13,230,149,18,63,10,6,0,4,81,62,15,77,4,42,37,0,37,5,29,24,0,24,5,13,13,13,0,9,0,8,0,1,0
NJ-512,44,14,4,26,17,5,1,11,23,9,3,11,0,0,0,40,14,4,22,4,0,0,4,21,0,1,20,8,0,0,8,9,0,1,8,0,0,0,17,0,1,16,4,0,0,4,23,14,3,6,9,5,1,3,14,9,2,3,23,14,3,6,0,0,0,0,9,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
NJ-513,312,83,31,198,188,69,11,108,116,11,18,87,0,0,0,304,80,29,195,8,3,2,3,197,10,19,168,89,7,0,82,105,3,17,85,0,0,0,194,10,17,167,3,0,2,1,115,73,12,30,99,62,11,26,11,8,1,2,110,70,12,28,5,3,0,2,42,37,3,40,2,39,39,0,39,0,33,33,0,33,0,6,6,6,0,99,5,99,5,0,0
NJ-514,668,199,85,384,338,94,34,210,263,90,46,127,0,0,0,601,184,80,337,67,15,5,47,380,0,53,327,197,0,15,182,137,0,33,104,0,0,0,334,0,48,286,46,0,5,41,288,199,32,57,141,94,19,28,126,90,13,23,267,184,32,51,21,15,0,6,78,47,25,72,6,58,46,0,46,12,49,37,0,37,12,9,9,9,0,37,7,26,5,11,2
NJ-515,1648,764,107,777,336,90,48,198,"1,265",666,57,542,0,0,0,"1,601",756,105,740,47,8,2,37,526,1,38,487,193,1,23,169,297,0,13,284,0,0,0,490,1,36,453,36,0,2,34,"1,122",763,69,290,143,89,25,29,968,666,44,258,"1,111",755,69,287,11,8,0,3,371,55,313,368,3,27,21,0,21,6,20,14,0,14,6,7,7,7,0,14,3,13,3,1,0
NJ-516,271,76,28,167,169,58,15,96,64,13,7,44,0,0,0,233,71,22,140,38,5,6,27,156,0,23,133,81,0,10,71,45,0,7,38,0,0,0,126,0,17,109,30,0,6,24,115,76,5,34,88,58,5,25,19,13,0,6,107,71,5,31,8,5,0,3,39,30,6,36,3,33,24,0,24,9,31,22,0,22,9,2,2,2,0,39,6,37,6,2,0
NM-500,1171,219,174,778,619,75,138,406,408,143,21,244,0,0,0,"1,027",218,159,650,144,1,15,128,817,0,154,663,502,0,133,369,173,0,6,167,0,0,0,675,0,139,536,142,0,15,127,354,219,20,115,117,75,5,37,235,143,15,77,352,218,20,114,2,1,0,1,122,40,81,121,1,233,166,0,166,67,225,160,0,160,65,8,6,6,2,170,12,145,9,25,3
NM-501,1648,504,239,905,876,233,110,533,488,228,65,195,0,0,0,"1,364",461,175,728,284,43,64,177,969,81,168,720,596,56,90,450,140,5,31,104,0,0,0,736,61,121,554,233,20,47,166,679,423,71,185,280,177,20,83,348,223,34,91,628,400,54,174,51,23,17,11,201,83,100,183,18,292,140,0,140,152,174,80,0,80,94,118,60,60,58,73,13,38,7,35,6
NV-500,5952,824,"1,042","4,086","2,047",239,115,"1,693",853,174,114,565,20,0,20,"2,920",413,229,"2,278","3,032",411,813,"1,808","5,349",439,995,"3,915","1,705",16,98,"1,591",606,18,87,501,20,0,20,"2,331",34,185,"2,112","3,018",405,810,"1,803",603,385,47,171,342,223,17,102,247,156,27,64,589,379,44,166,14,6,3,5,219,131,83,214,5,529,218,1,219,310,529,218,1,219,310,0,0,0,0,706,41,406,25,300,16
NV-501,746,86,35,625,380,63,3,314,277,20,1,256,0,0,0,657,83,4,570,89,3,31,55,589,9,30,550,256,1,0,255,249,6,0,243,0,0,0,505,7,0,498,84,2,30,52,157,77,5,75,124,62,3,59,28,14,1,13,152,76,4,72,5,1,1,3,75,59,14,73,2,150,139,0,139,11,150,139,0,139,11,0,0,0,0,73,3,64,3,9,0
NV-502,341,49,24,268,69,10,5,54,52,28,2,22,0,0,0,121,38,7,76,220,11,17,192,262,0,22,240,54,0,5,49,9,0,2,7,0,0,0,63,0,7,56,199,0,15,184,79,49,2,28,15,10,0,5,43,28,0,15,58,38,0,20,21,11,2,8,22,5,12,17,5,45,19,0,19,26,39,17,0,17,22,6,2,2,4,11,0,7,0,4,0
NY-500,1007,368,163,476,544,185,80,279,323,127,52,144,16,1,15,883,312,133,438,124,56,30,38,441,41,88,312,223,11,44,168,136,14,23,99,16,1,15,375,25,68,282,66,16,20,30,566,327,75,164,321,174,36,111,187,113,29,45,508,287,65,156,58,40,10,8,169,91,68,159,10,91,25,16,41,50,63,25,16,41,22,28,0,0,28,48,1,47,1,1,0
NY-501,349,42,70,237,95,15,15,65,212,18,48,146,0,0,0,307,33,63,211,42,9,7,26,270,4,58,208,68,0,13,55,183,1,42,140,0,0,0,251,1,55,195,19,3,3,13,79,38,12,29,27,15,2,10,29,17,6,6,56,32,8,16,23,6,4,13,29,12,11,23,6,22,10,0,10,12,17,10,0,10,7,5,0,0,5,87,19,79,19,8,0
NY-503,728,191,35,502,557,155,28,374,152,36,7,109,0,0,0,709,191,35,483,19,0,0,19,444,19,14,411,303,2,8,293,122,17,6,99,0,0,0,425,19,14,392,19,0,0,19,284,172,21,91,254,153,20,81,30,19,1,10,284,172,21,91,0,0,0,0,94,83,11,94,0,101,82,0,82,19,80,61,0,61,19,21,21,21,0,89,2,80,2,9,0
NY-504,47,20,5,22,28,12,3,13,17,8,2,7,0,0,0,45,20,5,20,2,0,0,2,13,0,2,11,10,0,2,8,1,0,0,1,0,0,0,11,0,2,9,2,0,0,2,34,20,3,11,18,12,1,5,16,8,2,6,34,20,3,11,0,0,0,0,12,6,6,12,0,3,3,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
NY-505,994,191,144,659,539,86,64,389,402,86,68,248,0,0,0,941,172,132,637,53,19,12,22,750,48,100,602,421,16,47,358,298,25,43,230,0,0,0,719,41,90,588,31,7,10,14,244,143,44,57,118,70,17,31,104,61,25,18,222,131,42,49,22,12,2,8,88,43,41,84,4,123,92,0,92,31,96,83,0,83,13,27,9,9,18,74,6,72,6,2,0
NY-506,43,9,1,33,40,9,1,30,0,0,0,0,0,0,0,40,9,1,30,3,0,0,3,29,0,1,28,26,0,1,25,0,0,0,0,0,0,0,26,0,1,25,3,0,0,3,14,9,0,5,14,9,0,5,0,0,0,0,14,9,0,5,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NY-507,327,83,32,212,266,71,30,165,36,12,2,22,0,0,0,302,83,32,187,25,0,0,25,194,0,16,178,153,0,15,138,16,0,1,15,0,0,0,169,0,16,153,25,0,0,25,133,83,16,34,113,71,15,27,20,12,1,7,133,83,16,34,0,0,0,0,50,43,7,50,0,52,34,0,34,18,44,26,0,26,18,8,8,8,0,25,0,17,0,8,0
NY-508,1162,248,154,760,504,99,59,346,530,145,74,311,14,0,14,"1,048",244,133,671,114,4,21,89,804,18,116,670,366,12,43,311,316,6,52,258,14,0,14,696,18,95,583,108,0,21,87,358,230,38,90,138,87,16,35,214,139,22,53,352,226,38,88,6,4,0,2,112,46,65,111,1,148,72,10,82,66,146,70,10,80,66,2,2,2,0,109,3,100,3,9,0
NY-510,47,11,23,13,13,0,3,10,26,11,15,0,0,0,0,39,11,18,10,8,0,5,3,28,1,14,13,13,0,3,10,7,1,6,0,0,0,0,20,1,9,10,8,0,5,3,19,10,9,0,0,0,0,0,19,10,9,0,19,10,9,0,0,0,0,0,9,0,9,9,0,3,2,0,2,1,3,2,0,2,1,0,0,0,0,1,0,0,0,1,0
NY-511,276,23,121,132,129,18,54,57,135,5,61,69,0,0,0,264,23,115,126,12,0,6,6,233,0,106,127,96,0,44,52,125,0,56,69,0,0,0,221,0,100,121,12,0,6,6,43,23,15,5,33,18,10,5,10,5,5,0,43,23,15,5,0,0,0,0,15,10,5,15,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,8,4,8,4,0,0
NY-512,188,55,18,115,106,39,11,56,36,16,7,13,0,0,0,142,55,18,69,46,0,0,46,101,2,9,90,48,2,8,38,7,0,1,6,0,0,0,55,2,9,44,46,0,0,46,87,53,9,25,58,37,3,18,29,16,6,7,87,53,9,25,0,0,0,0,30,21,9,30,0,44,17,0,17,27,32,5,0,5,27,12,12,12,0,22,1,18,0,4,1
NY-513,171,35,24,112,139,31,13,95,32,4,11,17,0,0,0,171,35,24,112,0,0,0,0,159,29,21,109,127,25,10,92,32,4,11,17,0,0,0,159,29,21,109,0,0,0,0,12,6,3,3,12,6,3,3,0,0,0,0,12,6,3,3,0,0,0,0,3,3,0,3,0,21,21,0,21,0,21,21,0,21,0,0,0,0,0,62,0,62,0,0,0
NY-514,62,29,0,33,39,17,0,22,22,12,0,10,0,0,0,61,29,0,32,1,0,0,1,36,11,0,25,18,2,0,16,17,9,0,8,0,0,0,35,11,0,24,1,0,0,1,26,18,0,8,21,15,0,6,5,3,0,2,26,18,0,8,0,0,0,0,8,6,2,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NY-516,140,26,22,92,133,26,22,85,0,0,0,0,0,0,0,133,26,22,85,7,0,0,7,91,0,15,76,84,0,15,69,0,0,0,0,0,0,0,84,0,15,69,7,0,0,7,49,26,7,16,49,26,7,16,0,0,0,0,49,26,7,16,0,0,0,0,17,17,0,17,0,25,20,0,20,5,23,18,0,18,5,2,2,2,0,7,2,4,1,3,1
NY-518,200,60,33,107,122,28,19,75,61,32,13,16,0,0,0,183,60,32,91,17,0,1,16,98,1,15,82,73,0,11,62,8,1,3,4,0,0,0,81,1,14,66,17,0,1,16,102,59,18,25,49,28,8,13,53,31,10,12,102,59,18,25,0,0,0,0,40,21,19,40,0,37,31,0,31,6,26,20,0,20,6,11,11,11,0,6,1,5,1,1,0
NY-519,112,29,11,72,99,22,11,66,9,7,0,2,0,0,0,108,29,11,68,4,0,0,4,67,0,8,59,63,0,8,55,0,0,0,0,0,0,0,63,0,8,55,4,0,0,4,45,29,3,13,36,22,3,11,9,7,0,2,45,29,3,13,0,0,0,0,14,12,2,14,0,2,2,0,2,0,2,2,0,2,0,0,0,0,0,1,0,1,0,0,0
NY-520,34,1,10,23,31,1,9,21,0,0,0,0,0,0,0,31,1,9,21,3,0,1,2,30,0,10,20,27,0,9,18,0,0,0,0,0,0,0,27,0,9,18,3,0,1,2,4,1,0,3,4,1,0,3,0,0,0,0,4,1,0,3,0,0,0,0,1,1,0,1,0,9,7,0,7,2,5,3,0,3,2,4,4,4,0,6,0,4,0,2,0
NY-522,83,6,23,54,75,6,20,49,0,0,0,0,0,0,0,75,6,20,49,8,0,3,5,72,0,20,52,64,0,17,47,0,0,0,0,0,0,0,64,0,17,47,8,0,3,5,11,6,3,2,11,6,3,2,0,0,0,0,11,6,3,2,0,0,0,0,4,4,0,4,0,28,25,0,25,3,24,21,0,21,3,4,4,4,0,21,4,17,4,4,0
NY-523,262,55,13,194,169,41,7,121,55,11,5,39,0,0,0,224,52,12,160,38,3,1,34,180,14,6,160,110,11,3,96,35,0,3,32,0,0,0,145,11,6,128,35,3,0,32,82,41,7,34,59,30,4,25,20,11,2,7,79,41,6,32,3,0,1,2,33,23,9,32,1,24,15,0,15,9,21,15,0,15,6,3,0,0,3,55,11,42,10,13,1
NY-600,64060,"23,201","6,704","34,155","53,482","21,813","5,659","26,010","7,272","1,380",921,"4,971",126,4,122,"60,880","23,193","6,584","31,103","3,180",8,120,"3,052","24,459",12,"2,558","21,889","16,627",4,"1,924","14,699","4,526",0,510,"4,016",126,4,122,"21,279",4,"2,438","18,837","3,180",8,120,"3,052","39,601","23,189","4,146","12,266","36,855","21,809","3,735","11,311","2,746","1,380",411,955,"39,601","23,189","4,146","12,266",0,0,0,0,"11,516","10,599",917,"11,516",0,"4,328","2,172",126,"2,298","2,030","2,839",683,126,809,"2,030","1,489","1,489","1,489",0,"3,547",624,"3,211",614,336,10
NY-601,397,130,32,235,196,67,20,109,188,63,12,113,0,0,0,384,130,32,222,13,0,0,13,185,20,15,150,97,11,11,75,75,9,4,62,0,0,0,172,20,15,137,13,0,0,13,212,110,17,85,99,56,9,34,113,54,8,51,212,110,17,85,0,0,0,0,78,39,39,78,0,25,16,0,16,9,17,8,0,8,9,8,8,8,0,7,0,6,0,1,0
NY-602,459,89,71,299,233,64,36,133,47,24,9,14,0,0,0,280,88,45,147,179,1,26,152,328,9,50,269,140,8,21,111,9,0,3,6,0,0,0,149,8,24,117,179,1,26,152,131,80,21,30,93,56,15,22,38,24,6,8,131,80,21,30,0,0,0,0,43,29,14,43,0,134,50,0,50,84,122,38,0,38,84,12,12,12,0,14,0,6,0,8,0
NY-603,3123,"1,265",308,"1,550","2,428","1,038",231,"1,159",578,227,69,282,0,0,0,"3,006","1,265",300,"1,441",117,0,8,109,"1,016",3,113,900,696,2,81,613,203,1,24,178,0,0,0,899,3,105,791,117,0,8,109,"2,107","1,262",195,650,"1,732","1,036",150,546,375,226,45,104,"2,107","1,262",195,650,0,0,0,0,656,548,108,656,0,466,453,0,453,13,131,118,0,118,13,335,335,335,0,286,44,244,44,42,0
NY-604,2054,740,220,"1,094",873,195,83,595,"1,159",541,136,482,0,0,0,"2,032",736,219,"1,077",22,4,1,17,708,10,48,650,528,6,39,483,160,1,8,151,0,0,0,688,7,47,634,20,3,1,16,"1,346",730,172,444,345,189,44,112,999,540,128,331,"1,344",729,172,443,2,1,0,1,439,105,333,438,1,437,424,0,424,13,225,212,0,212,13,212,212,212,0,173,7,169,7,4,0
NY-606,107,33,38,36,62,25,16,21,42,8,22,12,0,0,0,104,33,38,33,3,0,0,3,55,0,28,27,23,0,10,13,29,0,18,11,0,0,0,52,0,28,24,3,0,0,3,52,33,10,9,39,25,6,8,13,8,4,1,52,33,10,9,0,0,0,0,19,14,5,19,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,1,0,1,0,0,0
NY-607,556,178,61,317,549,178,61,310,0,0,0,0,0,0,0,549,178,61,310,7,0,0,7,215,0,34,181,208,0,34,174,0,0,0,0,0,0,0,208,0,34,174,7,0,0,7,341,178,27,136,341,178,27,136,0,0,0,0,341,178,27,136,0,0,0,0,123,123,0,123,0,108,108,0,108,0,60,60,0,60,0,48,48,48,0,4,0,4,0,0,0
NY-608,442,133,50,259,291,110,27,154,41,9,16,16,0,0,0,332,119,43,170,110,14,7,89,229,12,32,185,116,12,14,90,25,0,13,12,0,0,0,141,12,27,102,88,0,5,83,213,121,18,74,175,98,13,64,16,9,3,4,191,107,16,68,22,14,2,6,68,57,6,63,5,81,51,0,51,30,40,16,0,16,24,41,35,35,6,5,0,4,0,1,0
OH-500,1326,337,144,845,636,110,68,458,664,227,76,361,0,0,0,"1,300",337,144,819,26,0,0,26,825,7,93,725,476,7,49,420,323,0,44,279,0,0,0,799,7,93,699,26,0,0,26,501,330,51,120,160,103,19,38,341,227,32,82,501,330,51,120,0,0,0,0,148,50,98,148,0,274,262,0,262,12,274,262,0,262,12,0,0,0,0,175,6,171,5,4,1
OH-501,900,207,73,620,484,92,40,352,370,115,31,224,11,0,11,865,207,71,587,35,0,2,33,568,0,45,523,331,0,30,301,191,0,13,178,11,0,11,533,0,43,490,35,0,2,33,332,207,28,97,153,92,10,51,179,115,18,46,332,207,28,97,0,0,0,0,107,51,56,107,0,149,124,11,135,14,149,124,11,135,14,0,0,0,0,54,0,52,0,2,0
OH-502,2129,411,149,"1,569","1,137",201,87,849,896,210,61,625,19,0,19,"2,052",411,148,"1,493",77,0,1,76,"1,530",7,90,"1,433",849,7,60,782,585,0,29,556,19,0,19,"1,453",7,89,"1,357",77,0,1,76,599,404,59,136,288,194,27,67,311,210,32,69,599,404,59,136,0,0,0,0,195,94,101,195,0,303,247,19,266,37,291,235,19,254,37,12,12,12,0,313,21,299,21,14,0
OH-503,1488,271,162,"1,055","1,016",182,92,742,228,80,39,109,0,0,0,"1,244",262,131,851,244,9,31,204,"1,091",16,105,970,746,9,59,678,114,7,15,92,0,0,0,860,16,74,770,231,0,31,200,397,255,57,85,270,173,33,64,114,73,24,17,384,246,57,81,13,9,0,4,123,81,38,119,4,309,132,0,132,177,309,132,0,132,177,0,0,0,0,148,5,122,5,26,0
OH-504,227,62,13,152,121,17,9,95,97,45,4,48,7,0,7,225,62,13,150,2,0,0,2,98,3,4,91,59,3,3,53,30,0,1,29,7,0,7,96,3,4,89,2,0,0,2,129,59,9,61,62,14,6,42,67,45,3,19,129,59,9,61,0,0,0,0,38,15,23,38,0,42,41,0,41,1,38,37,0,37,1,4,4,4,0,15,1,15,1,0,0
OH-505,1041,268,152,621,616,137,71,408,349,131,73,145,20,0,20,985,268,144,573,56,0,8,48,619,4,109,506,407,4,55,348,136,0,46,90,20,0,20,563,4,101,458,56,0,8,48,422,264,43,115,209,133,16,60,213,131,27,55,422,264,43,115,0,0,0,0,133,64,69,133,0,64,39,8,47,17,61,36,8,44,17,3,3,3,0,131,4,128,4,3,0
OH-506,862,207,83,572,345,80,23,242,330,117,49,164,10,0,10,685,197,72,416,177,10,11,156,565,11,58,496,238,8,11,219,159,3,39,117,10,0,10,407,11,50,346,158,0,8,150,297,196,25,76,107,72,12,23,171,114,10,47,278,186,22,70,19,10,3,6,94,32,56,88,6,211,100,5,105,106,209,98,5,103,106,2,2,2,0,97,2,35,2,62,0
OH-507,3830,"1,117",459,"2,254","1,734",490,197,"1,047","1,421",537,163,721,10,1,9,"3,165","1,027",361,"1,777",665,90,98,477,"2,023",12,282,"1,729",947,12,127,808,560,0,75,485,10,1,9,"1,517",12,203,"1,302",506,0,79,427,"1,807","1,105",177,525,787,478,70,239,861,537,88,236,"1,648","1,015",158,475,159,90,19,50,571,250,281,531,40,330,167,5,172,158,292,133,5,138,154,38,34,34,4,227,17,184,13,43,4
